TradeNr,EntryDate,Symbol,PnL,Notes,put_count,call_count,is_futures,direction,is_winner,sector,entry_str,setup,breakout,color,squeeze,vol_dec,vol_surge,rng_pct,rsi,ma50_dist,flags
580,20250506,NEM,-184.9159,"WITT 06.05 - GOld miners a bit behind Gold itself - hence the trade,Duration was a bit too short for NEM to rebound from its lows. It namely went back up the week after it expired. 
But is now done again - in a trading range. No real breakout.",0,0,0,long,False,Basic Materials,2025-05-06,4.0,1.0,GREY,0.881,1.186,0.86,80.0,50.1,12.4,S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:- BK3:+ BK4:-
583,20250514,NTR,464.49393,"WITT 14.05. This looks like an A+ setup:
- Ag sector generally bullish and is a diversification in my trading portfolio
- After a long basin formation, NTR finally broke out. Bullish on weekly and daily range.
Low IVP (10%!) so calls are inexpensive.
Slight contango - so better to buy front month rather than back months. HV is much higher than IV, so IV should go higher.
delta is 26 only (so I buy below my usual 30-50 delta range).
60 is a resistance line.
Cost is only 200 USD.,This first sell allows to pay for 2 - and the trade is already present for a while.,Very nice up candle, IV jumped from 23% to 28%, I took intermediate profit as per the rule ""pay for entry"", knowing also that it expires next week.,There is not much upside momentum to expect:
- exp date is on June 20th and June19th is closed
- FOMC meeting today (June 18th) so potential downside
- IV is quite low (6 months low for June exp), so no move expected",0,0,0,long,True,Agricultural,2025-05-14,5.0,2.0,AMBER,0.504,0.984,0.7,79.2,64.9,9.1,S1:+ S2:+ S3:+ S4:+ S5:+ S6:- | BK1:- BK2:+ BK3:+ BK4:-
586,20250520,VZ,-192.01606999999998,"WITT 20.5 VZ has shown a good price action, IV is relatively cheap,Looking at volatility, there is only a 20% chance remaining that this trade is profitable.No technical positive setup (not negative either).",0,0,0,long,False,Unknown,2025-05-20,4.0,2.0,GREY,0.614,0.707,0.72,89.7,51.4,2.1,S1:+ S2:- S3:+ S4:- S5:+ S6:+ | BK1:+ BK2:- BK3:+ BK4:-
587,20250528,AMD,123.16262000000006,"WITT 27.05 Go with a higher market, and bet on a good NVDA earnings day. AMZN was the proposed trade, but AMD has exactly the same technical pattern and is much cheaper.,,Automatic target profit taken- could not get much more knowing that we re 2 days before expiration with Job report on Friday.",0,0,0,long,True,Technology,2025-05-28,4.0,0.0,GREY,0.666,1.033,0.63,68.5,67.8,11.3,S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:- BK3:- BK4:-
589,20250603,CNQ,-14.184590000000014,"WITT 03.06 - I took the trade at end of day - stock was already 2% higher and is now (today) 1% lower. Nevertheless:
-  it went thru a 1 year downward trend
- it had a V-shape recovery
- it is above 50d and 200d EMA, as well as fibzone.
This is linked with oil price.,Took a partial profit on this position, as per ""pay for the entry"" rule.,",0,0,0,long,False,Unknown,2025-06-03,6.0,2.0,AMBER,0.542,0.9,0.98,79.5,40.6,6.0,S1:+ S2:+ S3:+ S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:+ BK4:-
594,20250701,GDX,-199.30018,"WITT 01.07: GDX has a good technical setup. However I am still on a B setup only becaquse gold lost a lot of its momentum. IV is low compared with April.
However:
- less than 300 USD committed to the trade
- 35 delta
- 2 calls opened, possibnly more if I see price action confirmed
- 45 days - so plenty of time,Looking at volatility, small chance GDX can get it back to 55 (about 20% chance), but it is now below 52$, and Gold is losing momentum as USD is in a short squeeze.
",0,0,0,long,False,Precious Metals,2025-07-01,3.0,1.0,GREY,0.456,0.917,0.94,39.3,52.7,3.2,S1:+ S2:+ S3:- S4:- S5:+ S6:- | BK1:+ BK2:- BK3:- BK4:-
596,20250707,NTR,-129.82018,"- Above 50d MA and 200 dMA
- delta is 26, so below normal 30-50 delta range
- IV is 28.8%, above historical average
So I opened only 2 calls, and at 21:45 - so just before market close
- 39 days DTE, so plenty of time


,",0,0,0,long,False,Agricultural,2025-07-07,4.0,1.0,GREY,0.69,0.999,0.66,52.2,41.2,4.4,S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:+ BK3:- BK4:-
603,20250730,STNG,362.42933,"Earnings in strong progression and did a nice gap up after earnings.
OTM 30 delta something trade
Above 50 days EMA
,Trend is bullish and clearly an uptrend while option price decreased quite a bit.,STNG has lost momentum - still lbulllish but not so much, no reason to be overweight but more neutral as breakout.,Same thing - it just lost momentum and could go in retracement now,Automatic profit target. It was filled right at opening.
ANd now is between 7.80 and 8.10$...
Once again automatic profit target on Break out trades does not make real sense....",0,0,0,long,True,Energy,2025-07-30,4.0,3.0,AMBER,0.803,1.099,1.24,72.5,50.8,8.8,S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:+ BK3:+ BK4:+
610,20250814,BAC,-44.30489,"WITT session 12.08: Recession signs and financial are the first to tank. BAC is the weakest brand among its peers. I go underweight as bearish trend is not obvious - it gapped down on earnings but then recoevered and did not go back down afterwards.,Trade will fail anyway - get back small amount still available.",0,0,0,long,False,Financial,2025-08-14,5.0,0.0,GREY,0.833,0.855,0.63,69.6,44.9,2.5,S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-
615,20250903,MRK,-99.75408999999999,"WITT 03.09: Healthcare is generally behaving well (see XLV, Biogen, even Pfizer). Get out of a bear market with clear technical pattern for break out.
However I start small as not yet going up clearly.
,No momentum as needed for a break out trade. It seems that healthcare is out of love still...",0,0,0,long,False,Healthcare,2025-09-03,5.0,0.0,GREY,0.822,0.823,1.16,60.2,55.7,2.3,S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-
620,20250922,AMD,-127.10409000000001,"WITT 16.09 New AMD trade. I am late to open this trade, ahould have opned it earlier on but was hesitating due to higher capital outlay for only 1 call opened- see https://x.com/BPTs_BOT_Trades/status/1967955858765042011 opened as Hail Mary.
I did not open a Bull Call spread though as recommended- only an outright call. I want to leverage the IV - already from 43% to 45% in a week (so 5% increase) and hopefully gaining momentum till 55% like end of July.
It has the disadvantage to increase capital outlay and less flexilibty to increase position size, but advantage to capture earlier momentum than a bull call spread. So I can close it sooner also.,Delta smaller than 20 - i do not see any upside here.",0,0,0,long,False,Technology,2025-09-22,3.0,0.0,GREY,0.582,0.79,1.03,48.6,46.4,-3.1,S1:- S2:+ S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-
621,20250922,GLD,514.79723,"WITT 22.09: I was suffering FOMO, and Patrick sees upside till 4000. So I went on buying a bull call spread till Oct 17. I intend to buy back the short leg when price will move up, and sell it back higher.
I could also increase position size in the bull call spread.,,THe idea is that I believe (Patrick believes) that gold will go till 4000. ALso GLD is now above 355 which is my upper strike- so I have to extend it.
The other option was to close this trade, take profit, and reopen a new bull call spread 355/360.,Automatic 85% max value (close at 850 USD sell). Hard to think it could go much higher",0,4,0,long,True,Precious Metals,2025-09-22,4.0,2.0,GREY,0.803,1.241,0.94,99.9,79.6,8.9,S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:+ BK3:+ BK4:-
622,20250923,TLT,219.50198,"WITT 23.09 THis is typically a contrarian trade - fib retracement and not much love for long bonds. We will give it a try this is quite cheap. If that works I will buy a second call or sell another call higher.,TLT path is clearly bullish and right at 90$ level. So I keep pressing the trade by doubling amount involved as this is a break out trade.,Taking partial benefit - pays for 2 contracts.,",0,4,0,long,True,Macro,2025-09-23,4.0,0.0,GREY,1.0,1.08,0.66,69.1,67.5,2.5,S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:- BK3:- BK4:-
628,20251003,URA,400.42164,"I suffer from URA FOMO so taking the trade as BOT. The idea is simple: 
1/ Watch where the max gain could realistically be obtained
2/ Deduce the corresponding bull spread
3/ Position size accordingly to risk,,Automatic close at 90 cents remaining value on a total of 4 i.e. 77% of the total available profit. Looks like the best possible deal without waiting until Friday. Only 2 days left till expiration.",0,4,0,long,True,Basic Materials,2025-10-03,4.0,1.0,GREY,0.674,1.215,0.89,83.1,61.8,16.7,S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:- BK3:+ BK4:-
630,20251007,MOS,-177.79299,"WITT 30.09: Contrary to other stocks, Ag stocks like MOS, CF or NTR are moving after months of decline.
MOS is clearly back in uptrend and I have waited too long before buying 1 call, 35 delta. 
If trend continues I will buy a second one. ANd maybe I should have bought 2 on the first day. 
I took slightly shorter and higher call values (38 instead of 37.5 strike, and Nov 14 instead of Nov 21).
Earnings are on Nov 11 - so IV is much higher on Nov 7 and Nov 12 than on Oct 30.
In retrospect, I should have bought 1 35 delta 37 call for Oct 31. Let us see tomorrow.
Above its 50 day MA, ,Added one more position: 
1/ looking at where IV is lowest (31 Oct expiration)
2/ where strike level makes sense (a bit lower than current strike level)
Risk is fairly low and this is also interesting to watch.,THere was some bad news for MOS (announced some sales revision), and the price suddenly took a bad hit. So I closed the end of October call which has less than 5 delta!,Expired worthless - tried to sell it before the last day, but was not tradeable during the last week.
Should have been taken off the week before expiration week.",0,4,0,long,False,Agricultural,2025-10-07,3.0,0.0,GREY,0.794,0.909,0.95,67.2,57.3,5.6,S1:+ S2:- S3:+ S4:+ S5:- S6:- | BK1:- BK2:- BK3:- BK4:-
633,20251017,SLV,-115.06917999999999,"I suffer from FOMO and want to open a trade in precious metals. I take the best suited option structure: a bull call spread, and if I lose it all, it will not be an issue.,,Took profit on the short leg - hoping for a rebound on SLV so the long leg will regain some value. Idea from Patrick.,As per trade plan, I do not let an outright option go in its last week - unless there is nothing to get back like MOS recent trade.",0,4,0,long,False,Precious Metals,2025-10-17,4.0,3.0,AMBER,0.667,1.557,1.72,77.2,68.5,19.7,S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:+ BK3:+ BK4:+
635,20251020,GLD,-108.48918,"Another FOMO trade - just like SLV on Friday. RIsk is small anyway.,,Nasty breakdown that day - all bullish technicals were broken. As per plan I exited the trade : limited time to recovery, still SLV to go to precious metals bullish thesis.,Big down day in GLD, breaking all technicals. I am still on precious metals bull trade with SLV but have more time with SLV and not much time left with this GLD trade.
Also the thesis with Bull Call was that as long as it goes it goes, meaning it makese no sens if price action is no more in full bull mode.",0,4,0,long,False,Precious Metals,2025-10-20,4.0,4.0,AMBER,0.653,1.425,1.58,99.8,80.2,18.6,S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:+
636,20251022,ITB,-333.45918,"WITT 21.10: 
Nice bull breakout on 21.10 with increasing volume
61.8% retracement at 111$.
No earnings worry only DHI - constructor, 15% of ITB has earnings in 6 days.
Looking at term structure - lowest IV is 28% at Nov 28 expiry (cheaper than Nov 21 expiry).
Still a solid 5 points above HV which is at 23%.
Delta is 35.,About 7 delta, below the fib, below 50 and 25 DMA - get out of the trade.
",0,2,0,long,False,Unclassified,2025-10-22,4.0,0.0,GREY,0.576,0.878,0.92,42.5,38.6,-4.3,S1:- S2:+ S3:- S4:+ S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-
644,20251111,JNJ,1040.0162300000002,"WITT 11.11: BOT of the week. This time I want to open it today, because I feel that otherwise I may not be able to open it in coming days as this is going up and up.
Delta is only 18 at the time of opening, and already at 25 3 hours later.
It is not too expensive with 19-Dec 200 Call IV at 19% which is slightly above 30-days ATM IV at 18.5%. Volume is high: more than 1000 calls opened today and OI already at 3840.,Auomatic target 1 sell: put the trade risk-off,All sell limit orders were based upon a ""reasonable"" future  option price estimate using BS:
- Day: 18th Nov
-Vol: +2% vol
- Price: 202 as middle of FIb extension zone
-> 5.50 and then took last option value, i.e. 4.35 and then put as trades 4.95 and 5.50 (interpolation and ""attractive price"" for buyer).
-> Automatic sell were all executed.",0,3,0,long,True,Healthcare,2025-11-11,4.0,2.0,GREY,0.464,0.925,0.98,93.4,52.1,4.9,S1:+ S2:+ S3:+ S4:- S5:+ S6:- | BK1:+ BK2:- BK3:+ BK4:-
651,20251120,HAL,-110.56395,"Energy trades look like a good diversification strategy.
HAL seems like an ideal setup: after a long downward move, had a bottoming formation and is now well advanced in a recovery process, with successive higher highs et highers lows.
Technical indicators all good and IV (37%) far lower than RV (46%). So it is cheap. ,The BOT has failed from my viewpoint as it did not move quickly enough to show significant positive price action before De 19. So I put a price to get rid of these options.
Another solution would be to reopen a trade for Jan expiration. But no time right now - will do next week when I am back from vacations",0,2,0,long,False,Energy,2025-11-20,5.0,2.0,AMBER,0.443,0.738,1.29,4.7,38.9,2.6,S1:+ S2:+ S3:- S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:+
653,20251125,WMT,829.07983,"WITT session 25.11: I took the BOT right at session opening, for a short ride. Got burnt by BOT AMGN trade where I could not enter.
Different from strike/duration of BPT.
Let us see where we go from there, I may sell it for a profit and reopen a new trade with longer duration and higher strike.,Risk free trade, automated take profit order - 3 x initial price,I first close one contract at opening at 3.95 USD - then looking at previous upward moves, it seems to me that WMT would not go much higher than 114 by Dec 19. So better close the trade with a 4.35 USD proposal on the market (last trade value).
ALso I will not be able to closely follow this trade during Wed-Fri as I am in vacations",0,3,0,long,True,Consumer non cyclical,2025-11-25,3.0,2.0,GREY,0.866,1.165,0.99,87.6,64.9,3.3,S1:+ S2:+ S3:+ S4:- S5:- S6:- | BK1:+ BK2:- BK3:+ BK4:-
657,20251202,HAL,671.90574,"Good setup but not stellar as well. 
Put a bit under my previous break out trades with only 200$ at stake.
Did not choose 28 as strike level as it was already too busy and did not manage to buy at the price I wanted- but went with the 29 strike instead. Looked better and less crowded. A bit cheaper (33.2% instead of 33.7%),Sold 2 calls at double the initial price so that all remaing 2 calls are now without any risk.
NB If I had opened 3 contracts and not 4, I would have needed to wait until the price triped and not doubled. So this makes it an easier trade.
I could also have bought 6 contracts for a total of 300 $, and then would have sold 3 at this point.,On good news (Trump saying that some US oil companies will make a lot of money in Venezuela) HAL prices rocketed.
This may not last and HAL fib extension is already exhausted. Better take benefit now as tomorrow may not be as good (also said by Patrick in WITT 05.01).

Notice that I did not follow my rules as I took only a 200 USD risk (4 contracts) and not a 300 USD risk (6 contracts) as I should have done. 
Therefore if I had followed my rules I would have gained  350-400 USD more (1 additional contract sold in the riskless trade). 
Compare this with AMGN loser where I did spend +300 USD in risk money and these 300 USD are lost.,",0,4,0,long,True,Energy,2025-12-02,5.0,1.0,AMBER,0.519,0.759,1.15,53.2,38.7,5.5,S1:+ S2:+ S3:- S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-
658,20251209,AAPL,-239.38198,"WITT 9.12 - BOT of the week: earnings are end of Jan, CHristmas is coming and sales in Black Friday were good. SPY rallying till previous top - AAPL should follow.
I take earlier than Jan 16 expiration because price is too high otherwise. Delta is 22 (a bit too low but still Ok). IV at 18.5%. Previous ATH at 288.5.
Last rally was +8.5% on 7 trading sessions - so could go till 300 by Friday 19th - even 295 could be more than +1300$ gain!
,Price action is weak and delta is under 10 - better to get out of the trade. Patrick does the same a couple of days later.",0,2,0,long,False,Technology,2025-12-09,4.0,0.0,GREY,0.528,0.97,0.72,50.9,65.0,4.1,S1:+ S2:+ S3:+ S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-
663,20251211,GLD,300.33802,"SUffer from high FOMO against precious metals parabolic rise- needs to buy something, anything,,, Stupid isn'it? But not completely I want some diversification also. ANd risk is kept at bay thanks to a bull call spread.,,Max possible gain  (only 0.65$ still available in the spread vs. max profit) - in retrospect I should have bought 2 lots instead of 1, as I was below my max authorized BOT value (i.e. 133 USD vs. 300 USD).",0,4,0,long,True,Precious Metals,2025-12-11,5.0,3.0,GREEN,0.592,0.609,1.12,96.7,81.8,4.3,S1:+ S2:+ S3:+ S4:- S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-
664,20251216,AMGN,41.46772,"WITT 16.12 BOT of the week, but I open only one as price tag is high (so laddering in),Trade looks good - laddering in even if higher cost. 
In retrospect, it is better to wait for a retrace to buy a second one - but a retrace that still shows price action strength. ANd this means also that time is needed. So maybe it is better to go straight in with the target allocation, not wait for a retrace.,On Wednesday, Jan 7, AMGN stock surged. 345 Jan 9 Call that was dead money (5 delta option before) became hot (30 delta option) and recovered all its lost value. At one point it was bought at 3.15!! I sold it at 2.15/1.95 for a small gain but I was prepared for a loss.
In retrospect, when buying initially the call, I should have chose a Jan 16 and not a Jan 9 duration. This would have left time for the option and stock to recover from end of year break. Jan 9 was a bit cheaper than Jan 16 (2.05 instead of 2.80) - but there was a reason.,",0,4,0,long,True,Healthcare,2025-12-16,4.0,1.0,GREY,0.563,1.096,0.92,42.2,38.9,3.7,S1:+ S2:+ S3:- S4:+ S5:+ S6:- | BK1:- BK2:+ BK3:- BK4:-
666,20260106,KNIN,463.72,"Everything looks good in this breakout trade. See journal for setup details.
,Very nice gap up this morning. Position was up to +900 at some point, but I sold one call only in the afternoon as I was in meetings.
It is still a very good trade as I sold for 5.20 F a call that cost me 2.00 F. Notice that someone earlier in the day bought it for 1.50 F. At that time I felt pissed off.

-> If the setup is good, and if analysis shows what is the limit for the 2:1 reward ratio, go for this limit.

-> Never have automatic close call- even partial- for an option, it can go higher than you think! I would have set up a 4.00 F sale, missing 1.20 F.
This does not hold for sell vol orders where the mean reversion is the rule.,Take profit order at 3.50 F - seems reasonable price to target.
NB: It went up till 4.90 F as trade the same day. 
No trade since (we are on Feb 6th), 6.90 F as mid point. Remain to be seen if 6.90 would have been accepted as a trade.
NB 2: If I had closed it on Jan 14th, mid point went up to 10F - however I was the single one trade of the day on this option...so not sure what would have been the real trading price",0,3,0,long,True,Industrial,2026-01-06,,,NO DATA,,,,,,,
667,20260107,URA,489.59684,"WITT Jan 6, Pat is saying: You have got to be in Uranium trade. technical setup is Ok.
IV is quite high, so I took a spread instead of an outright call.
1.20 seemed reasonable but price did not get filled I increased to 1.30, which still gives me a 1:1.7 profit ratio. 
I got filled the day after at opening.
,,As per my #1 rule in BOT, partial sell in order to have a riskless trade and sleep well.,I left a limit order at 4.50$, i.e. 90% of the max profit which I think was reasonable - Ok I might have gone till 95% or 99% of the max profit, but I don't think it was worth the risk.",0,6,0,long,True,Basic Materials,2026-01-07,3.0,3.0,GREY,0.783,0.903,1.12,99.2,77.1,10.4,S1:+ S2:- S3:+ S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:-
668,20260107,V,-246.10079,"This is a bet on Financial sector.
Visa has its earnings on Jan 22 - so may be risky trade and therefore I am betting only 1 lot.
Technical sedtup is nice.
IV is Ok compared with others (MA, AXP).,Breakdown below the fib for V following a comment of credit card limitations by D. Trump.
Momentum seems lost, knowing there are only 2 weeks before end of trade. I recoup what remains.",0,2,0,long,False,Financial,2026-01-07,4.0,1.0,GREY,0.826,0.986,1.0,91.8,66.4,4.8,S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:- BK3:+ BK4:-
672,20260113,TSLA,-219.50658000000004,"WITT 13.01, BOT of the week.
There were 2 call spreads possibilities: 
1/ expiration date before the earnings, with long leg near to spot price, medium IV value
2/ expiration date after the earnings, long leg a bit further off spot price, higher IV value 
I took the first option, and chose in my spread tool a small a spread with a long leg relatively near (460) to current price, as expressed by Patrick.,,Outside fib zone, delta smaller than 10. I don't see any comeback possible at this point.",0,4,0,long,False,Consumer cyclical,2026-01-13,2.0,0.0,GREY,0.642,0.957,0.72,30.7,30.0,0.7,S1:+ S2:- S3:- S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-
674,20260114,LULU,-261.75079,"Same idea as for UNH or DOW (could not get filled for DOW - which is sad).
Got filled in at session opening on LULU, using my max limit price at 2.85. 
- LULU 30 days RV is at 49.5 and IV at 39.3, so a solid negative VRP that justifies buying vol.
- I chose 27th Feb and 240 C using RPreTrade and doing some simulations to get a 2:1 ratio if price goes up to 224 by 23rd Jan.

,Out of the fib zone, delta smaller than 10, Get out of the trade as soon as I can. Tried the day before but was asking likely too much - 0.65$. Got out at 0.25$ finally.",0,2,0,long,False,Consumer non cyclical,2026-01-14,4.0,1.0,GREY,0.393,0.997,0.62,10.5,40.4,7.0,S1:+ S2:+ S3:- S4:+ S5:+ S6:- | BK1:- BK2:+ BK3:- BK4:-
678,20260127,TGT,728.99842,"WITT 27.01 BOT of the week. Retail has a good momentum and TGT has not participated yet like WMT. Has a ""Woke"" reputation that may have yield to issues?
Techn indicators are good and earnings are on March 3rd so after the call expiration.,Automatic partial close to make the trade riskless. But as TGT was expensive, only 1 call remains to profit from price action. Would be better to have 2.,We are in the profit taking zone for a while already, but momentum is getting lower: succession of ups dans downs days, no significant moves compared with initial signficant moves.
The call is deep ITM and could lose a lot of value as we still have 2 weeks left: too little to recover from a down period, too long not to lose value.
I don't want to leave a momentum trade during 3 days (Monday Feb 16th is closed in US).
I put a limit order a bit below the ask (was at 7.40) at 7.30.
",0,3,0,long,True,Consumer non cyclical,2026-01-27,5.0,1.0,AMBER,0.658,0.861,0.73,47.6,49.5,6.8,S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:-
679,20260130,HAL,-265.49995,"This idea was triggered by Moontower.AI.
VRP is good, steepness IV 6 montsh / 1 mont also good. So there is mispricing for the option price.
All technical indicators are green
Earnings are past. Nice macro story (Venezuela) still on.,Wanted to leg in the trade as it has both macro and technical good setups.
I put my buy order at opening for 0.80$ - notice that it has been then traded at 0.68$ just after as HAL was opening lower. 
Automatic option call is not a good idea (different from automatic profit order that have been designed as part of the trade plan),In retrospect, I should have closed this BOT a week earlier. There was no time for it to get back to 36 before Mar 6 with current vol.
Tried to get the best possible price",0,3,0,long,False,Energy,2026-01-30,4.0,2.0,GREY,0.838,1.343,0.79,72.3,57.3,13.6,S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:+ BK3:+ BK4:-
688,20260219,GDX,-22.6249599999999,"Took a bet on GDX as volatility came off the top, momentum again in GLD universe.
Spread definition was optimized using spread calculator, balancing between delta long leg (about 30) and risk:reward ratio - 1:4.,,Vicious decline that broke the ascending line. This was unexpected as Iran-US war started and does not smell good.
Not enough time to recover in my opinion and very small loss.",0,6,0,long,False,Precious Metals,2026-02-19,4.0,1.0,GREY,0.71,1.278,0.53,56.9,46.8,10.1,S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:+ BK3:- BK4:-
692,20260302,DOW,1057.65405,"A+ setup - checked on both IBKR and Moontower.ai:
 Nice negative VRP (-4 pts), no earnings soon
Went trhough a deep bear market and has got a tested rebounce
Positive macro backdrop for chemical,Partial profit as first target is reached
NB I did not apply my usual tactics to sell first to have a riskless trade as I read it was a losing strategy. Let us see it it is the case.,Hit a first target today- 
Now a riskless trade, as market breadth deteriorates, the stock rotation macro backdrop may fade. 
People may need liquidity and sell good stocks.
My next targets are 2.90 (2), and the last one at 3.35 : This is the max extended value with fib extension and +5% in IV at 50% of the time, i.e. March 25th
,I set my spot price targets looking at Fib extensions + increased vol, and deduced the corresponding target price for this option. 
I included also an intermediate price target to be sure I would not miss the upside move.
It worked wonderfully. I am now out of this great trade.,",0,5,0,long,True,Basic Materials,2026-03-02,4.0,0.0,GREY,0.669,1.082,1.01,50.4,43.9,10.7,S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:- BK3:- BK4:-
